BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
894642669RR0001	THE CANADIAN SUDDEN ARRHYTHMIA DEATH SYNDROMES (SADS) FOUNDATION	Registered	1995-08-21		C	11	9-6975 MEADOWVALE TOWN        CENTRE CIRCLE, SUITE 314	MISSISSAUGA	ON	CA	L5N2V7	
868818063RR0001	THE CHAMBER MUSIC SOCIETY OF MISSISSAUGA	Registered	1998-08-16		C	22	3586 THE CREDIT WOODLANDS ROAD	MISSISSAUGA	ON	CA	L5C2K6	
106914294RR0001	THE CHILDREN'S AID SOCIETY OF THE REGION OF PEEL	Registered	1967-01-01		C	01	6860 CENTURY AVENUE           WEST TOWER	MISSISSAUGA	ON	CA	L5N2W5	
891633265RR0001	THE CHRISTIAN CHURCH IN THE VILLAGE OF MEADOWVALE	Registered	1991-01-01		C	39	3063 MCNAUGHTON AVE	MISSISSAUGA	ON	CA	L4T1R8	
119223436RR0001	THE CHURCH OF GOD OF PROPHECY	Registered	1983-02-28		C	39	5145 TOMKEN ROAD	MISSISSAUGA	ON	CA	L4W1P1	
892830860RR0001	THE CHURCH OF GOD OF PROPHECY	Registered	1983-02-23		C	39	12 FALCONER DRIVE             UNIT 1	MISSISSAUGA	ON	CA	L5N3L9	
875836025RR0001	THE CHURCH OF ISAAC	Registered	1999-01-01		C	37	1513 DIXIE ROAD	MISSISSAUGA	ON	CA	L5E2P7	
867798548RR0001	THE CHURCH OF JESUS CHRIST - ACTS 2:38	Registered	1997-01-01		C	39	A12-1250 ELGINTON AVE W #107	MISSISSAUGA	ON	CA	L5V1N3	
119227239RR0001	THE CHURCH OF THE HOLY SPIRIT	Registered	1982-01-15		C	30	1170 TYNEGROVE RD	MISSISSAUGA	ON	CA	L4W3B2	
118828235RR0001	THE CHURCH OF THE NAZARENE IN ONTARIO	Registered	1967-01-01		C	39	3657 PONYTRAIL DRIVE	MISSISSAUGA	ON	CA	L4X1W5	
107373169RR0001	THE CITY CHURCH OF MISSISSAUGA	Registered	1979-07-05		C	39	2700 ARGENTIA ROAD	MISSISSAUGA	ON	CA	L5N5V4	
890565799RR0001	THE CLASSICAL ACCORDION SOCIETY OF CANADA INC.	Registered	1980-07-01		C	22	3296 CINDY CRES.	MISSISSAUGA	ON	CA	L4Y3J6	
892395112RR0001	THE COMMUNITY FOUNDATION OF MISSISSAUGA	Registered	2001-05-07		A	03	1100 CENTRAL PARKWAY WEST     UNIT 15, LOWER LEVEL	MISSISSAUGA	ON	CA	L5C4E5	
136845245RR0001	THE DIXIE BLOOR NEIGHBOURHOOD DROP-IN CENTRE	Registered	1990-05-01		C	56	103-3650 DIXIE ROAD	MISSISSAUGA	ON	CA	L4Y3V9	
861010338RR0001	THE ETTA I. JACKSON CHARITABLE FOUNDATION	Registered	2001-12-28		B	05	1789 SHERWOOD FORREST CIRCLE	MISSISSAUGA	ON	CA	L5K2H7	
808863070RR0001	THE FIRST CHURCH OF JESUS CHRIST	Registered	2006-02-03		C	39	3210 RESPOND RD	MISSISSAUGA	ON	CA	L5M7X4	
879836914RR0001	THE FMCC BISHOP'S FOUNDATION	Registered	2001-07-31		A	43	4315 VILLAGE CENTRE COURT	MISSISSAUGA	ON	CA	L4Z1S2	
107406316RR0011	THE FREE METHODIST CHURCH IN CANADA	Registered	1967-01-01		C	39	4315 VILLAGE CENTRE COURT	MISSISSAUGA	ON	CA	L4Z1S2	
870163441RR0001	THE FREE METHODIST FOUNDATION IN CANADA	Registered	1998-01-30		A	43	4315 VILLAGE CENTRE COURT	MISSISSAUGA	ON	CA	L4Z1S2	
119233955RR0001	THE FREEMEN OF THE CITY OF LONDON OF NORTHAMERICA	Registered	1987-06-01		C	09	1915 BROAD HOLLOW GATE        UNIT 110	MISSISSAUGA	ON	CA	L5L6A3	
132230186RR0001	THE FRIENDS OF THE MISSISSAUGA LIBRARY SYSTEM	Registered	1990-02-22		C	55	P.O. BOX 43070 RPO PARKWAY    WEST	MISSISSAUGA	ON	CA	L5B4A7	
108082645RR0001	THE FROEBEL FOUNDATION	Registered	1972-05-16		C	20	15 - 2145 DUNWIN DR	MISSISSAUGA	ON	CA	L5L4L9	
119235315RR0001	THE GOAN CHARITABLE ORGANIZATION	Registered	1988-01-17		C	09	4021 LOYALIST DR.	MISSISSAUGA	ON	CA	L5L3Y6	
860867332RR0001	THE GOSPEL OF CHRIST - CANADA	Registered	2002-01-01		C	39	966 MARYGRACE COURT	MISSISSAUGA	ON	CA	L5V2V7	
891279986RR0001	THE HAZEL MCCALLION CHARITABLE FUND	Registered	1993-05-08		C	56	4141 LIVING ARTS DRIVE	MISSISSAUGA	ON	CA	L5B4B8	
802850875RR0001	THE HEALING CYCLE FOUNDATION	Registered	2007-01-20		A	13	106 - 1599 HURONTARIO ST	MISSISSAUGA	ON	CA	L5G4S1	
893337568RR0001	THE HUMAN FAMILY IN CHRIST	Registered	1990-04-01		C	49	5440 DURIE ROAD	MISSISSAUGA	ON	CA	L5M2J5	
130303829RR0001	THE HUNGER PROJECT	Registered	1979-09-04		C	09	17 - 5160 EXPLORER DR	MISSISSAUGA	ON	CA	L4W4T7	
887830867RR0001	THE IEMELIF CHURCH OF CANADA	Registered	1995-01-01		C	39	590 GARDEN WALK	MISSISSAUGA	ON	CA	L5W1W1	
832236541RR0001	THE INTERNATIONAL MINISTRY OF INTIMACY WITH THE FATHER	Registered	2005-06-30		C	47	1569 GLENBURNIE RD	MISSISSAUGA	ON	CA	L5G3C9	
119239010RR0001	THE JAMES AND PATRICIA BULLOCK FAMILY FOUNDATION	Registered	1987-06-23		B	03	204 - 6700 CENTURY AVE	MISSISSAUGA	ON	CA	L5N6A4	
884936212RR0001	THE KONVALIA PROJECT IN SUPPORT OF SOCIAL WORK DEVELOPMENT IN UKRAINE	Registered	2003-11-28		C	20	89 QUEENSWAY WEST             SUITE 204	MISSISSAUGA	ON	CA	L5B2V2	
864693577RR0001	THE LES AND KAE MARTIN CHARITABLE FOUNDATION	Registered	2005-01-01		B	03	2180 MATHESON BLVD EAST       UNIT 1	MISSISSAUGA	ON	CA	L4W1E8	
119242410RR0001	THE LITTLE METIS PRESBYTERIAN CHURCH	Registered	1979-01-01		C	37	2475 SKYMARK AVE              UNIT 1	MISSISSAUGA	ON	CA	L4W4Y6	
119043636RR0001	THE LIVING ARTS CENTRE FOUNDATION	Registered	1988-01-01		A	23	4141 LIVING ARTS DR	MISSISSAUGA	ON	CA	L5B4B8	
136339470RR0001	THE LIVING ARTS CENTRE IN MISSISSAUGA	Registered	1993-01-01		C	22	4141 LIVING ARTS DR	MISSISSAUGA	ON	CA	L5B4B8	
119244168RR0001	THE MARIANO ELIA FOUNDATION	Registered	1985-11-28		B	23	1100 CENTRAL PARKWAY W STE 1	MISSISSAUGA	ON	CA	L5C4E5	
119244465RR0001	THE MASTER'S FOUNDATION	Registered	1983-04-20		C	39	4 - 1260 EGLINTON AVE E	MISSISSAUGA	ON	CA	L4W1K8	
888291630RR0001	THE MISSISSAUGA BIG BAND JAZZ ENSEMBLE	Registered	1997-01-01		C	22	2062 SAVA CRES.	MISSISSAUGA	ON	CA	L5A1E1	
119245652RR0001	THE MISSISSAUGA ECUMENICAL CENTRE INC	Registered	1976-01-19		C	09	100 CITY CENTRE DR            SQUARE ONE SHOPPING CENTRE	MISSISSAUGA	ON	CA	L5B2C9	
118927011RR0001	THE MISSISSAUGA FOOD BANK	Registered	1986-05-01		C	09	3121 UNIVERSAL DR	MISSISSAUGA	ON	CA	L4X2E2	
119245660RR0001	THE MISSISSAUGA HERITAGE FOUNDATION INCORPORATED	Registered	1967-01-01		C	50	1921 DUNDAS ST W	MISSISSAUGA	ON	CA	L5K1R2	
134558832RR0001	THE MISSISSAUGA MISSIONARY BAPTIST CHURCH	Registered	1978-01-01		C	31	4205 SAWMILL VALLEY DRIVE	MISSISSAUGA	ON	CA	L5L3H1	
888791142RR0001	THE MISSISSAUGA WEST CHRISTADELPHIAN ECCLESIA	Registered	1996-09-01		C	39	1304 SAGINAW CRES	MISSISSAUGA	ON	CA	L5H1X5	
891905978RR0001	THE NISSAN CANADA FOUNDATION-LA FONDATION NISSAN CANADA	Registered	1993-05-01		B	03	5290 ORBITOR DRIVE	MISSISSAUGA	ON	CA	L4W4Z5	
895453405RR0001	THE OLIVE MOUNT CHURCH	Registered	2004-01-01		C	39	892 THISTLE DOWN CIR	MISSISSAUGA	ON	CA	L5C3K5	
886615681RR0001	THE ONTARIO GUILD OF ENGLISH HANDBELL RINGERS	Registered	1997-01-01		C	22	74-5480 GLEN ERIN DRIVE	MISSISSAUGA	ON	CA	L5M5R3	
119250025RR0001	THE PARISH OF ST FRANCIS OF ASSISI	Registered	1975-12-08		C	30	6945 MEADOWVALE TOWN CENTRE	MISSISSAUGA	ON	CA	L5N2W7	
139244974RR0001	THE PEEL ADDICTION ASSESSMENT AND REFERRAL CENTRE	Registered	1995-04-01		C	57	5170 DIXIE RD SUITE 302	MISSISSAUGA	ON	CA	L4W1E3	
119250553RR0001	THE PEEL MULTICULTURAL COUNCIL	Registered	1986-06-05		C	22	6630 TURNER VALLEY RD	MISSISSAUGA	ON	CA	L5N2P1	
107833295RR0374	THE PENTECOSTAL ASSEMBLIES OF CANADA/LES ASSEMBLEES DE LA PENTECOTE DU CANADA	Registered	1967-01-01		C	36	2450 MILLTOWER COURT	MISSISSAUGA	ON	CA	L5N5Z6	
119251080RR0001	THE PETRO JACYK EDUCATION FOUNDATION	Registered	1986-03-19		B	23	5080 TIMBERLEA BLVD           SUITE 201	MISSISSAUGA	ON	CA	L4W4M2	
889418034RR0001	THE RIVERWOOD CONSERVANCY	Registered	1997-05-27		C	52	4300 RIVERWOOD PARK LANE	MISSISSAUGA	ON	CA	L5C2S7	
872401278RR0001	THE ROMANIAN ORTHODOX CHURCH OF THE ST APOSTOL ANDREW	Registered	1999-01-01		C	39	4030 DIXIE ROAD	MISSISSAUGA	ON	CA	L4W1M4	
860244441RR0001	THE ROSEMARY KOREN MEMORIAL FUND	Registered	2003-01-10		B	03	1587 THOMPSON ST	MISSISSAUGA	ON	CA	L5C1B4	
862410529RR0001	THE ROSS MITCHELL FAMILY FOUNDATION	Registered	2000-08-23		B	03	68 COMPASS WAY	MISSISSAUGA	ON	CA	L5G4T8	
107951618RR0351	THE SALVATION ARMY CORNERSTONE COMMUNITY CHURCH	Registered	1990-01-01		C	40	3020 VANDERBILT RD	MISSISSAUGA	ON	CA	L5N4W8	
107951618RR0476	THE SALVATION ARMY ERIN MILLS CORPS	Registered	1980-01-01		C	40	2460 THE COLLEGEWAY	MISSISSAUGA	ON	CA	L5L1V3	
107951618RR0341	THE SALVATION ARMY MISSISSAUGA TEMPLE CORPS	Registered	1972-12-04		C	40	3173 CAWTHRA ROAD	MISSISSAUGA	ON	CA	L5A2X4	
107951618RR0539	THE SALVATION ARMY PEEL REGION RESIDENTIAL SERVICES	Registered	2002-04-01		C	01	2500 CAWTHRA ROAD	MISSISSAUGA	ON	CA	L5A2X3	
892892142RR0001	THE SAMUEL FAMILY FOUNDATION	Registered	1995-07-21		B	03	2360 DIXIE ROAD	MISSISSAUGA	ON	CA	L4Y1Z7	
890190242RR0001	THE SCHNEIDER FAMILY FOUNDATION	Registered	1995-09-21		B	03	7101 SYNTEX DRIVE	MISSISSAUGA	ON	CA	L5N6H5	
119253532RR0001	THE SEA HAWKS TORONTO (YOUTH SAILING CLUB)	Registered	1981-10-19		C	29	1095 STRATHY AVE              UNIT 23	MISSISSAUGA	ON	CA	L5E2K1	
132928110RR0001	THE SOCIETY FOR KOREAN AND RELATED STUDIES	Registered	1983-01-01		C	21	UNIT 21,                      900 DUNDAS STREET WEST	MISSISSAUGA	ON	CA	L5C3B3	
132410671RR0389	THE SOCIETY OF SAINT VINCENT DE PAUL - ST. MARTIN OF TOURS CONFERENCE, IN MISSISSAUGA, (ONTARIO)	Registered	2007-03-05		C	09	1290 MCBRIDE AVE.	MISSISSAUGA	ON	CA	L5C1M8	
132410671RR0442	THE SOCIETY OF SAINT VINCENT DE PAUL ST. FRANCIS XAVIER CONFERENCE, MISSISSAUGA, ON	Registered	2004-08-12		C	09	ST. FRANCIS XAVIER CHURCH     5650 MAVIS RD	MISSISSAUGA	ON	CA	L5V2N6	
132410671RR0387	THE SOCIETY OF SAINT VINCENT DE PAUL-ST. PATRICK'S CONFERENCE, IN MISSISSAUGA, (ONTARIO)	Registered	2001-08-20		C	09	921 FLAGSHIP DRIVE	MISSISSAUGA	ON	CA	L4Y2J6	
892236167RR0001	THE STEPHANIE GAETZ KEEPSAFE FOUNDATION	Registered	1996-03-21		B	03	1228 RAVINE DR	MISSISSAUGA	ON	CA	L5J3E4	
890325574RR0001	THE STREETSVILLE HISTORICAL SOCIETY	Registered	1983-08-25		C	50	4415 MISSISSAUGA RD	MISSISSAUGA	ON	CA	L5M7C6	
889875795RR0001	THE UKRAINIAN CANADIAN COMMUNITY CENTRE FOUNDATION OF PEEL	Registered	1991-04-01		C	56	977 PANTERA DRIVE             UNIT #2	MISSISSAUGA	ON	CA	L4W2W6	
108102807RR0001	THE UNITED WAY OF PEEL REGION	Registered	1967-01-01		A	05	408-90 BURNHAMTHORPE RD W     BOX 58	MISSISSAUGA	ON	CA	L5B3C3	
869831032RR0001	THE WB FAMILY FOUNDATION	Registered	2000-03-20		B	03	4240 SHERWOODTOWNE BLVD	MISSISSAUGA	ON	CA	L4Z2G6	
842372872RR0001	THEATRE UNLIMITED PERFORMING ARTS	Registered	2006-09-14		C	22	6124 WABUKAYNE CRT	MISSISSAUGA	ON	CA	L5N2B2	
870122504RR0001	THREE RIVERS KIDS FOUNDATION	Registered	2004-01-01		C	09	1531 KENMUIR AVENUE	MISSISSAUGA	ON	CA	L5G4B6	
830193439RR0001	TJX Canada Foundation	Registered	2013-11-22		B	03	60 STANDISH CRT	MISSISSAUGA	ON	CA	L5R0G1	
837478924RR0001	TOGETHER CHURCH	Registered	2006-10-12		C	39	1474 PATE COURT	MISSISSAUGA	ON	CA	L5V2Y8	
827081159RR0001	TORONTO CHOONGHYUN PRESBYTERIAN CHURCH	Registered	2006-08-02		C	37	4263 JEFTON CRESCENT	MISSISSAUGA	ON	CA	L5L1Z2	
830427860RR0001	TORONTO CHRISTADELPHIANS	Registered	1967-01-01		C	39	519 ARROWHEAD ROAD	MISSISSAUGA	ON	CA	L5H1V5	
864399415RR0001	TORONTO CHRISTIAN WORSHIP CENTRE INTERNATIONAL MINISTRIES	Registered	2001-04-15		C	39	931 MARYGRACE COURT	MISSISSAUGA	ON	CA	L5V2X7	
847961125RR0001	TORONTO INTERNATIONAL FAMILY CHURCH	Registered	2006-10-26		C	39	P.O. BOX 26085                RPO CHURCHILL	MISSISSAUGA	ON	CA	L5L5W7	
119266765RR0001	TORONTO KALIBARI	Registered	1985-12-16		C	39	6815 PROFESSIONAL CRT	MISSISSAUGA	ON	CA	L4V1Y3	
877957209RR0001	TOUCH OF THE HEART MINISTRY	Registered	2004-06-20		C	09	7496 ROCKHILL RD	MISSISSAUGA	ON	CA	L4T2Z7	
890245772RR0001	TOUCHING YOUR WORLD MINISTRIES	Registered	1996-01-01		C	39	PO BOX 42113 RPO CENTRE PLAZA	MISSISSAUGA	ON	CA	L5M4Z4	
874183304RR0001	TREASURE IN THE JAR	Registered	2003-10-07		C	49	3905 RIPPLETON LANE	MISSISSAUGA	ON	CA	L5N6Z8	
119245678RR0001	TRILLIUM HEALTH PARTNERS FOUNDATION	Registered	1972-02-28		A	13	800 - 89 QUEENSWAY W	MISSISSAUGA	ON	CA	L5B2V2	
891427999RR0001	TRINITY CHURCH,	Registered	1967-01-01		C	30	69 QUEEN ST S	MISSISSAUGA	ON	CA	L5M1K5	
893183061RR0001	TRINITY UNITED CHURCH,	Registered	1967-01-01		C	44	7113 AIRPORT RD	MISSISSAUGA	ON	CA	L4T2G7	
837186162RR0001	TRUTH BAPTIST CHURCH	Registered	2006-10-24		C	31	P.O. BOX 310                  8-60 BRISTOL RD. EAST	MISSISSAUGA	ON	CA	L4Z3K8	
803725456RR0001	Ucan Trust	Registered	2010-08-23		B	03	157 - 3050 ERIN CENTRE BLVD	MISSISSAUGA	ON	CA	L5M0P5	
832919260RR0001	Ukrainian Jewish Encounter Initiative	Registered	2012-01-01		C	21	1508 KENNETH DR	MISSISSAUGA	ON	CA	L5E2Y5	
836143388RR0001	Union of Syrian Medical Relief Organizations - Canada	Registered	2016-03-23		A	03	129 - 2255 DUNDAS ST W	MISSISSAUGA	ON	CA	L5K1R6	
837327360RR0001	United Christian Pentecostal Fellowship	Registered	2007-01-01		C	39	286-3030 BREAKWATER COURT	MISSISSAUGA	ON	CA	L5B4N6	
814133823RR0001	Uyghur Mosque	Registered	2010-04-01		C	60	4 - 7370 BRAMALEA RD	MISSISSAUGA	ON	CA	L5S1N6	
119273381RR0001	UFM INTERNATIONAL IN CANADA	Registered	1967-01-01		C	47	11-1020 MATHESON BOULEVARD E	MISSISSAUGA	ON	CA	L4W4J9	
119275014RR0001	UKRAINIAN HOME FOR THE AGED	Registered	1967-01-01		C	01	3058 WINSTON CHURCHILL BLVD	MISSISSAUGA	ON	CA	L5L3J1	
108151077RR0001	UNITARIAN CONGREGATION IN MISSISSAUGA	Registered	1967-01-01		C	39	84 SOUTH SERVICE ROAD	MISSISSAUGA	ON	CA	L5G2R9	
131434698RR0001	UNITY CHURCH OF MISSISSAUGA	Registered	1988-02-01		C	39	3075 RIDGEWAY DRIVE           UNITS 6-8-10	MISSISSAUGA	ON	CA	L5L5M6	
833250293RR0001	Vedanta Cultural Foundation Canada	Registered	2009-09-11		C	48	4212 TRAPPER CRES	MISSISSAUGA	ON	CA	L5L3A9	
760080325RR0001	Victorious Works Ministries	Registered	2016-06-13		C	39	36 - 3225 CLIFF RD N	MISSISSAUGA	ON	CA	L5A3G7	
856391750RR0001	Victory in Christ Covenant Ministries Inc.	Registered	2007-07-01		C	39	68-5958 GREENSBORO DRIVE	MISSISSAUGA	ON	CA	L5M5Z9	
802930172RR0001	Vietnamese Baptist Church Mississauga	Registered	2015-01-01		C	31	326-1550 SOUTH GATEWAY RD	MISSISSAUGA	ON	CA	L4W5G6	
849503073RR0001	Villages of Hope: Africa Society	Registered	2009-05-14		C	09	2450 MILLTOWER COURT	MISSISSAUGA	ON	CA	L5N5Z6	
857779300RR0001	VERBO COMMUNITY CHURCH OF MISSISSAUGA	Registered	2004-06-17		C	39	6027 CHIDHAM CRESCENT	MISSISSAUGA	ON	CA	L5N2R8	
889158861RR0001	VISHWA HINDU PARISHAD OF ONTARIO (CANADA)	Registered	1995-01-01		C	48	5498 FLEUR DE LIS COURT	MISSISSAUGA	ON	CA	L5R2Z5	
819319971RR0001	Water for All Canada	Registered	2015-01-01		C	09	1025 TRISTAR DRIVE	MISSISSAUGA	ON	CA	L5T1W5	
837913458RR0001	West End Islamic Center	Registered	2017-01-09		C	60	12-13 4161 SLADEVIEW CRES	MISSISSAUGA	ON	CA	L5L5R3	
802875245RR0001	Women & Children Social Networking WNC-SN	Registered	2017-07-27		C	09	305 - 3034 PALSTAN RD	MISSISSAUGA	ON	CA	L4Y2Z6	
842198087RR0001	Workplace Health Without Borders	Registered	2013-02-05		C	11	1 - 75 COURTNEYPARK DR W	MISSISSAUGA	ON	CA	L5W0E3	
856695150RR0001	World Mission Ministries	Registered	2009-04-01		C	39	213 - 7360 ZINNIA PL	MISSISSAUGA	ON	CA	L5W2A6	
857291736RR0001	WATERLOO UNIVERSITY BIBLE FELLOWSHIP	Registered	2002-03-08		C	49	4235 TRAPPER CRES	MISSISSAUGA	ON	CA	L5L3A7	
893871251RR0001	WAWEL VILLA, INCORPORATED	Registered	1970-01-01		C	01	880 CLARKSON ROAD SOUTH	MISSISSAUGA	ON	CA	L5J4N4	
893389668RR0001	WAY OF LIFE ASSOCIATION INC.- ASSOCIATION MODE DE VIE, INC.	Registered	1983-11-01		C	09	RPO BB P.O. BOX 13559	MISSISSAUGA	ON	CA	L5N8G5	
851803130RR0001	WE Church	Registered	2002-05-15		C	39	1560 DUNDAS STREET WEST	MISSISSAUGA	ON	CA	L5C1E5	
738530492RR0001	WEST TORONTO CHRISTIAN COMMUNITY CHURCH	Registered	2001-06-04		C	39	78-1177 CENTRAL PARKWAY WEST	MISSISSAUGA	ON	CA	L5C4P3	
119294775RR0001	WESTMINSTER UNITED CHURCH	Registered	1986-04-06		C	44	4094 TOMKEN ROAD	MISSISSAUGA	ON	CA	L4W1J5	
835066523RR0001	WESTSIDE COMMUNITY CHURCH	Registered	2006-10-27		C	37	3637 GRAND PARK DRIVE	MISSISSAUGA	ON	CA	L5B4L6	
127654135RR0001	WESTSIDE PRESBYTERIAN CHURCH	Registered	1987-10-14		C	37	3637 GRAND PARK DRIVE	MISSISSAUGA	ON	CA	L5B4L6	
119297356RR0001	WHITE OAK PRESBYTERIAN CHURCH	Registered	1978-01-01		C	37	6945 MEADOWVALE TOWN CENTRE	MISSISSAUGA	ON	CA	L5N2W7	
898367099RR0001	WHOLE NOTE MINISTRIES OF CANADA	Registered	1996-06-04		C	47	201 - 100 MATHESON BLVD E	MISSISSAUGA	ON	CA	L4Z2G7	
119288918RR0683	WOODLANDS CONGREGATION OF JEHOVAH'S WITNESSES, MISSISSAUGA, ONTARIO	Registered	1987-06-01		C	61	41-3025 CEDARGLEN GATE	MISSISSAUGA	ON	CA	L5C2V7	
882797400RR0001	WORLD FIT FOR CHILDREN	Registered	2005-01-27		C	01	308 - 2177 SHEROBEE RD	MISSISSAUGA	ON	CA	L5A3G9	
871378048RR0001	WORLD MAHA HINDU ORGANIZATION OF CANADA	Registered	1999-03-05		C	48	599 GALLOWAY CRESCENT	MISSISSAUGA	ON	CA	L5C3R7	
119304830RR0001	WORLD TEAM	Registered	1980-01-01		C	47	7575 DANBRO CRESCENT	MISSISSAUGA	ON	CA	L5N6P9	
119304855RR0001	WORLD VISION CANADA-VISION MONDIALE CANADA	Registered	1967-01-01		C	09	1 WORLD DRIVE	MISSISSAUGA	ON	CA	L5T2Y4	
893409961RR0001	YOGI DIVINE SOCIETY CANADA	Registered	1990-02-06		C	48	6875 PROFESSIONAL COURT	MISSISSAUGA	ON	CA	L4V1Y3	
898296496RR0001	YUE TAK TEMPLE (ONTARIO) CORPORATION	Registered	1994-04-28		C	39	3 THEODORE DRIVE	MISSISSAUGA	ON	CA	L5M1E5	
891538217RR0001	ZAFAR SULTAN MEMORIAL TRUST INC.	Registered	2005-01-06		C	09	1658 SIR MONTY'S DR	MISSISSAUGA	ON	CA	L5N4R4	
888995842RR0001	ZION CHURCH OF GOD IN CHRIST	Registered	1977-05-01		C	39	3100 RIDGEWAY DRIVE #36	MISSISSAUGA	ON	CA	L5L5M5	
721090694RR0001	4 the Kids Foundation	Registered	2017-04-26		B	03	155 QUEEN STREET EAST	MISSISSAUGA	ON	CA	L5G1N2	
130387665RR0100	789 Lt. R. Hampton Gray VC Air Cadet Squadron Sponsoring Commitee	Registered	2013-05-21		C	29	4151 TWINE CRESCENT	MISSISSAUGA	ON	CA	L4Z1E4	
130387665RR0089	800 Black Forest Squadron Royal Canadian Air Cadets Sponsoring Committee	Registered	2010-06-11		C	29	P.O. BOX 21090                RPO MEADOWVALE	MISSISSAUGA	ON	CA	L5N6A2	
130387665RR0010	845 AVRO ARROW SQUADRON SPONSORING COMMITTEE	Registered	1996-01-01		C	29	128 QUEEN ST S	MISSISSAUGA	ON	CA	L5M1K8	
